"State","YearCode","Amount.of.Hydrogencarbonate","SDP","sdp2","sdp3","Ginni.Index","HDI","MarginOfVictory","percentagePoverty","literacyRate","Poverty_Literacy","Literacy_HDI","log_SDP","log_SDP2","log_SDP3"
"Jharkhand",2001,163.833333333333,28500,812250000,2.3149125e+13,0.535,0.556,0.110666666666667,NA,0.536,NA,0.298016,10.2576593662567,20.5153187325135,30.7729780987702
"Jharkhand",2002,146.375,29298,858372804,25148606411592,0.535,0.559,0.066,NA,0.536,NA,0.299624,10.2852745332897,20.5705490665794,30.8558235998691
"Jharkhand",2004,185.146296296296,53056,2814939136,149349410799616,0.535,0.576,0.118222222222222,0.453,0.536,0.242808,0.308736,10.879103238495,21.7582064769899,32.6373097154849
"Jharkhand",2005,172.511488511488,50678,2568259684,130154264265752,0.535,0.582,0.118285714285714,0.453,0.536,0.242808,0.311952,10.8332471703572,21.6664943407145,32.4997415110717
"Jharkhand",2006,179.084353741497,51527,2655031729,136805819900183,0.535,0.588,0.126142857142857,0.453,0.536,0.242808,0.315168,10.849861221114,21.699722442228,32.5495836633421
"Jharkhand",2007,241.031025641026,63005,3969630025,250106539725125,0.535,0.583,0.119,0.453,0.536,0.242808,0.312488,11.0509693673038,22.1019387346076,33.1529081019114
"Jharkhand",2008,204.578882575757,60472,3656862784,221137806274048,0.535,0.577,0.129,0.453,0.536,0.242808,0.309272,11.009935726972,22.019871453944,33.029807180916
"Jharkhand",2009,223.049111305361,66465,4417596225,293615533094625,0.535,0.569,0.067125,0.391,0.676,0.264316,0.384644,11.1044307723017,22.2088615446034,33.3132923169051
"Jharkhand",2010,182.120332792208,76134,5796385956,441302048374104,0.396,0.567,0.067125,0.391,0.676,0.264316,0.383292,11.240250224625,22.4805004492499,33.7207506738749
"Jharkhand",2011,205.343041666667,137383,18874088689,2592978926360887,0.396,0.569,0.067125,0.37,0.676,0.25012,0.384644,11.8305279247692,23.6610558495384,35.4915837743076
"Jharkhand",2012,219.958643369513,149526,22358024676,3343105997703576,0.396,0.567,0.0605555555555556,0.37,0.676,0.25012,0.383292,11.9152255697352,23.8304511394705,35.7456767092057
"Jharkhand",2013,227.013616557734,150609,22683070881,3416274622316529,0.396,0.571,0.0605555555555556,0.37,0.676,0.25012,0.385996,11.9224423535185,23.844884707037,35.7673270605555
"Jharkhand",2018,359.9,208701,43556107401,9090203170696100,0.396,0.599,0.256,0.37,0.664,0.24568,0.397736,12.2486578846207,24.4973157692413,36.745973653862
"Karnataka",2001,233.66908970659,92788,8609612944,798868765847872,0.396,0.518,0.0980833333333333,0.2,0.666,0.1332,0.344988,11.4380726000682,22.8761452001363,34.3142178002045
"Karnataka",2003,271.182983682983,99669,9933909561,990102832035309,0.396,0.54,0.0645,0.2,0.666,0.1332,0.35964,11.5096099748019,23.0192199496038,34.5288299244057
"Karnataka",2005,244.483796296296,164031,26906168961,4413445800841791,0.396,0.561,0.0433333333333333,0.334,0.666,0.222444,0.373626,12.0078107133337,24.0156214266674,36.0234321400012
"Karnataka",2006,182.363636363636,181086,32792139396,5938197354664056,0.396,0.572,0.036,0.334,0.666,0.222444,0.380952,12.1067273355271,24.2134546710543,36.3201820065814
"Karnataka",2007,175.836842105263,203810,41538516100,8465964966341000,0.396,0.58,0.012,0.334,0.666,0.222444,0.38628,12.2249434662804,24.4498869325609,36.6748303988413
"Karnataka",2009,116.557461197879,218363,47682399769,10412071860758146,0.396,0.59,0.083,0.236,0.756,0.178416,0.44604,12.2939140945813,24.5878281891626,36.8817422837439
"Karnataka",2010,154.88375,240817,57992827489,13965658737418512,0.257,0.599,0.11975,0.236,0.756,0.178416,0.452844,12.3917925879315,24.7835851758631,37.1753777637946
"Karnataka",2011,184.084529532967,554952,307971722304,170909523236049408,0.257,0.612,0.099,0.209,0.756,0.158004,0.462672,13.2266369025019,26.4532738050038,39.6799107075057
"Karnataka",2012,72.3948863636363,593192,351876748864,208730472412133888,0.257,0.622,0.0475,0.209,0.756,0.158004,0.470232,13.2932734029783,26.5865468059566,39.8798202089349
"Karnataka",2013,225.583430631163,646787,418333423369,270572619900565408,0.257,0.633,0.0839333333333333,0.209,0.756,0.158004,0.478548,13.3797723075344,26.7595446150689,40.1393169226033
"Karnataka",2014,201.467699882116,671283,450620866089,302494126850822208,0.257,0.649,0.0515,0.209,0.754,0.157586,0.489346,13.416946085608,26.8338921712159,40.2508382568239
"Karnataka",2016,194.640108310096,851394,724871743236,617151452960670976,0.257,0.676,0.0919333333333333,0.209,0.754,0.157586,0.509704,13.654630285135,27.30926057027,40.963890855405
"Karnataka",2017,48.8,915642,838400272164,767674502004789248,0.257,0.68,0.141,0.209,0.754,0.157586,0.51272,13.7273807375681,27.4547614751362,41.1821422127043
"Karnataka",2018,192.40854750199,974815,950264284225,926331878226793344,0.257,0.68,0.0976153846153846,0.209,0.754,0.157586,0.51272,13.7900029883866,27.5800059767733,41.3700089651599
"Kerala",2000,19.64,62909,3957542281,248965027355429,0.241,0.593,0.012,0.127,0.909,0.115443,0.539037,11.0494445167137,22.0988890334274,33.1483335501411
"Kerala",2001,46.6990845959596,66052,4362866704,288176071532608,0.241,0.606,0.05075,0.127,0.909,0.115443,0.550854,11.0981975895829,22.1963951791658,33.2945927687486
"Kerala",2002,41.5062599681021,70885,5024683225,356174670404125,0.241,0.62,0.05075,0.127,0.909,0.115443,0.56358,11.1688141245517,22.3376282491035,33.5064423736552
"Kerala",2004,40.8419034090909,104776,10978010176,1150231994200576,0.241,0.658,0.09575,0.197,0.909,0.179073,0.598122,11.5595800170092,23.1191600340185,34.6787400510277
"Kerala",2006,201,124625,15531390625,1935599556640625,0.241,0.692,0.095,0.197,0.909,0.179073,0.629028,11.7330645072641,23.4661290145283,35.1991935217924
"Kerala",2007,40.3658260713393,135747,18427248009,2501443635477723,0.241,0.698,0.09575,0.197,0.909,0.179073,0.634482,11.8185481381045,23.6370962762089,35.4556444143134
"Kerala",2008,30.1101449275362,144094,20763080836,2991835369982584,0.241,0.701,0.0876666666666667,0.197,0.909,0.179073,0.637209,11.8782211433692,23.7564422867384,35.6346634301075
"Kerala",2009,31.31875,157123,24687637129,3878995608619867,0.241,0.702,0.001,0.12,0.939,0.11268,0.659178,11.9647842170924,23.9295684341847,35.8943526512771
"Kerala",2010,35.8893221536887,167178,27948483684,4672371605323752,0.169,0.709,0.0751428571428572,0.12,0.939,0.11268,0.665751,12.0268143920281,24.0536287840562,36.0804431760843
"Kerala",2011,61.1014730639731,328021,107597776441,35294330225953260,0.169,0.721,0.0668333333333333,0.071,0.939,0.066669,0.677019,12.7008329097071,25.4016658194141,38.1024987291212
"Kerala",2014,54.5843667395729,382134,146026393956,55801650027982104,0.169,0.752,0.0417,0.071,0.94,0.06674,0.70688,12.8535266114182,25.7070532228365,38.5605798342547
"Kerala",2015,53.8334626834977,411150,169044322500,69502573195875000,0.169,0.763,0.0639285714285714,0.071,0.94,0.06674,0.71722,12.926713390399,25.8534267807981,38.7801401711971
"Kerala",2016,72.792122219841,443615,196794268225,87300889298633376,0.169,0.774,0.0639285714285714,0.071,0.94,0.06674,0.72756,13.0027123481337,26.0054246962675,39.0081370444012
"Kerala",2017,90.482549346715,473182,223901205124,105946020042984560,0.169,0.774,0.0639285714285714,0.071,0.94,0.06674,0.72756,13.0672353714787,26.1344707429574,39.201706114436
"Kerala",2018,64.7895999975401,510787,260903359369,133266044222013408,0.169,0.771,0.0639285714285714,0.071,0.94,0.06674,0.72474,13.1437079525426,26.2874159050852,39.4311238576277
"Madhya Pradesh",2000,364.051951316657,66750,4455562500,297408796875000,0.498,0.453,0.12647619047619,0.374,0.637,0.238238,0.288561,11.1087095762625,22.217419152525,33.3261287287875
"Madhya Pradesh",2001,337.425849937737,71525,5115825625,365909427828125,0.498,0.457,0.105461538461538,0.374,0.637,0.238238,0.291109,11.1778023179183,22.3556046358366,33.5334069537549
"Madhya Pradesh",2002,304.99060162893,67795,4596162025,311596804484875,0.498,0.464,0.105461538461538,0.374,0.637,0.238238,0.295568,11.1242437248964,22.2484874497928,33.3727311746892
"Madhya Pradesh",2004,293.375071818671,99940,9988003600,998201079784000,0.498,0.486,0.163576923076923,0.486,0.637,0.309582,0.309582,11.5123252848982,23.0246505697964,34.5369758546946
"Madhya Pradesh",2005,255.631043811058,104975,11019750625,1156798321859375,0.498,0.495,0.165,0.486,0.637,0.309582,0.315315,11.5614775055524,23.1229550111048,34.6844325166572
"Madhya Pradesh",2006,259.311439829792,114545,13120557025,1502894204428625,0.498,0.505,0.165526315789474,0.486,0.637,0.309582,0.321685,11.6487230378674,23.2974460757349,34.9461691136023
"Madhya Pradesh",2007,304.387609806465,119958,14389921764,1726186234965912,0.498,0.513,0.163576923076923,0.486,0.637,0.309582,0.326781,11.6948969604999,23.3897939209998,35.0846908814997
"Madhya Pradesh",2008,346.87938581654,135124,18258495376,2467160929186624,0.498,0.518,0.164304347826087,0.486,0.637,0.309582,0.329966,11.8139481543591,23.6278963087182,35.4418444630773
"Madhya Pradesh",2009,301.048614629017,147933,21884172489,3237391288815237,0.498,0.522,0.107923076923077,0.367,0.706,0.259102,0.368532,11.9045147475427,23.8090294950855,35.7135442426282
"Madhya Pradesh",2010,310.494999397924,155701,24242801401,3774628420937101,0.376,0.531,0.107923076923077,0.367,0.706,0.259102,0.374886,11.955692780409,23.9113855608181,35.8670783412271
"Madhya Pradesh",2011,299.850205915505,282371,79733381641,22514394707350812,0.376,0.543,0.107923076923077,0.317,0.706,0.223802,0.383358,12.55097708811,25.10195417622,37.65293126433
"Madhya Pradesh",2012,269.698342610556,306853,94158763609,28892899089712476,0.376,0.551,0.107923076923077,0.317,0.706,0.223802,0.389006,12.6341240845333,25.2682481690667,37.9023722536
"Madhya Pradesh",2013,250.152707747373,322598,104069469604,33572602755311192,0.376,0.56,0.107923076923077,0.317,0.706,0.223802,0.39536,12.684162245026,25.368324490052,38.052486735078
"Madhya Pradesh",2014,279.506098908186,339247,115088527009,39043437522222224,0.376,0.574,0.2,0.317,0.693,0.219681,0.397782,12.7344837346219,25.4689674692438,38.2034512038657
"Madhya Pradesh",2015,268.039927627363,370716,137430352656,50947630615221696,0.376,0.585,0.1733,0.317,0.693,0.219681,0.405405,12.8231915497936,25.6463830995872,38.4695746493807
"Madhya Pradesh",2016,257.503337978416,419465,175950886225,73805238490369632,0.376,0.597,0.2,0.317,0.693,0.219681,0.413721,12.9467353687508,25.8934707375015,38.8402061062523
"Madhya Pradesh",2017,336.104049410103,441956,195325105936,86325102519050816,0.376,0.603,0.2,0.317,0.693,0.219681,0.417879,12.9989656085933,25.9979312171867,38.99689682578
"Madhya Pradesh",2018,334.679817309729,482361,232672134321,112231963383211888,0.376,0.606,0.2,0.317,0.693,0.219681,0.419958,13.0864480753558,26.1728961507115,39.2593442260673
"Maharashtra",2000,343.389214670123,210526,44321196676,9330764251411576,0.375,0.552,0.0868076923076923,0.25,0.769,0.19225,0.424488,12.2573644399166,24.5147288798332,36.7720933197498
"Maharashtra",2001,367.534111263925,217963,47507869369,10354957731275346,0.375,0.557,0.0868076923076923,0.25,0.769,0.19225,0.428333,12.2920806025957,24.5841612051914,36.8762418077871
"Maharashtra",2002,301.472261967252,232994,54286204036,12648359823163784,0.375,0.565,0.0868076923076923,0.25,0.769,0.19225,0.434485,12.3587679811433,24.7175359622866,37.0763039434299
"Maharashtra",2004,340.717169663383,370023,136917020529,50662446687202168,0.375,0.589,0.0671153846153846,0.381,0.769,0.292989,0.452941,12.8213204448506,25.6426408897012,38.4639613345517
"Maharashtra",2005,321.708474529648,423632,179464071424,76026723505491968,0.375,0.598,0.0671153846153846,0.381,0.769,0.292989,0.459862,12.9566204328212,25.9132408656424,38.8698612984637
"Maharashtra",2006,275.134518608758,481983,232307612289,111968319893889088,0.375,0.608,0.0671153846153846,0.381,0.769,0.292989,0.467552,13.0856641227012,26.1713282454024,39.2569923681036
"Maharashtra",2007,303.746662367081,538081,289531162561,155791217481985440,0.375,0.617,0.0671153846153846,0.381,0.769,0.292989,0.474473,13.1957643854321,26.3915287708642,39.5872931562962
"Maharashtra",2008,279.874945778209,546533,298698320089,163248488973201440,0.375,0.624,0.0671153846153846,0.381,0.769,0.292989,0.479856,13.2113499690392,26.4226999380783,39.6340499071175
"Maharashtra",2009,288.024787459526,599338,359206038244,215285828549082464,0.375,0.629,0.0818695652173913,0.245,0.829,0.203105,0.521441,13.3035809917446,26.6071619834893,39.9107429752339
"Maharashtra",2011,293.174107038668,1126595,1269216294025,1429892730767094784,0.275,0.652,0.0818695652173913,0.174,0.829,0.144246,0.540508,13.9347103673005,27.8694207346009,41.8041311019014
"Maharashtra",2012,273.540158130594,1189711,1415412263521,1683931539445832448,0.275,0.662,0.0818695652173913,0.174,0.829,0.144246,0.548798,13.9892209784503,27.9784419569006,41.9676629353509
"Maharashtra",2013,244.976243781689,1267551,1606685537601,2036555859871685120,0.275,0.667,0.0818695652173913,0.174,0.829,0.144246,0.552943,14.0525972503244,28.1051945006488,42.1577917509732
"Maharashtra",2014,236.671305811826,1345341,1809942406281,2434989726808486912,0.275,0.676,0.183565217391304,0.174,0.823,0.143202,0.556348,14.1121580704829,28.2243161409658,42.3364742114487
"Maharashtra",2015,279.10485727728,1452513,2109794015169,3064503234355169792,0.275,0.683,0.194619047619048,0.174,0.823,0.143202,0.562109,14.1888057177542,28.3776114355084,42.5664171532626
"Maharashtra",2016,302.191955623299,1596121,2547602246641,4066281445510879744,0.275,0.69,0.183565217391304,0.174,0.823,0.143202,0.56787,14.2830868686545,28.5661737373089,42.8492606059634
"Maharashtra",2017,360.876129932633,1661065,2759136934225,4583105791648449536,0.275,0.696,0.183565217391304,0.174,0.823,0.143202,0.572808,14.3229695208821,28.6459390417643,42.9689085626464
"Maharashtra",2018,440.312247389029,1728578,2987981902084,5164959780340556800,0.275,0.699,0.183565217391304,0.174,0.823,0.143202,0.575277,14.3628096631573,28.7256193263146,43.088428989472
"Odisha",2009,183.921652809556,93957,8827917849,829444677338493,0.486,0.519,0.122666666666667,0.37,0.735,0.27195,0.381465,11.4505925097829,22.9011850195658,34.3517775293488
"Odisha",2012,193.531901555235,216301,46786122601,10119885104718902,0.36,0.552,0.122666666666667,0.326,0.735,0.23961,0.40572,12.284426235139,24.5688524702779,36.8532787054169
"Odisha",2013,172.138129466365,233122,54345866884,12669217179731848,0.36,0.562,0.122666666666667,0.326,0.735,0.23961,0.41307,12.3593172006647,24.7186344013294,37.0779516019941
"Odisha",2014,184.74081921913,235931,55663436761,13132730298459492,0.36,0.575,0.108,0.326,0.729,0.237654,0.419175,12.3712946683771,24.7425893367542,37.1138840051313
"Odisha",2015,155.713625704368,253192,64106188864,16231174170853888,0.36,0.586,0.108,0.326,0.729,0.237654,0.427194,12.4419033731764,24.8838067463528,37.3257101195292
"Odisha",2017,231.3941369987,316192,99977380864,31612048010149888,0.36,0.604,0.108,0.326,0.729,0.237654,0.440316,12.6641049029947,25.3282098059894,37.9923147089841
"Odisha",2018,212.490036342316,338339,114473278921,38730774716852216,0.36,0.607,0.116307692307692,0.326,0.729,0.237654,0.442503,12.7318036304181,25.4636072608363,38.1954108912544
"Punjab",2000,377.32110884453,63172,3990701584,252100600464448,0.272,0.573,0.078125,0.062,0.697,0.043214,0.399381,11.0536164439899,22.1072328879799,33.1608493319698
"Punjab",2001,414.95,63995,4095360025,262082564799875,0.272,0.577,0.1032,0.062,0.697,0.043214,0.402169,11.0665602342899,22.1331204685798,33.1996807028697
"Punjab",2002,440.565968253968,65085,4236057225,275703784489125,0.272,0.582,0.081,0.062,0.697,0.043214,0.405654,11.0834493869006,22.1668987738011,33.2503481607017
"Punjab",2004,375.418898809524,86108,7414587664,638455314571712,0.272,0.603,0.083625,0.209,0.697,0.145673,0.420291,11.3633576013143,22.7267152026287,34.090072803943
"Punjab",2005,363.136351148851,90330,8159508900,737048438937000,0.272,0.611,0.083625,0.209,0.697,0.145673,0.425867,11.4112249101439,22.8224498202878,34.2336747304317
"Punjab",2006,395.518389249639,100072,10014405184,1002161555573248,0.272,0.619,0.083625,0.209,0.697,0.145673,0.431443,11.5136452058946,23.0272904117892,34.5409356176837
"Punjab",2007,371.44561176492,108738,11823952644,1285712962603272,0.272,0.628,0.083625,0.209,0.697,0.145673,0.437716,11.5966965980349,23.1933931960698,34.7900897941047
"Punjab",2008,452.639428827751,114766,13171234756,1511609928007096,0.272,0.636,0.083625,0.209,0.697,0.145673,0.443292,11.650650551754,23.3013011035081,34.9519516552621
"Punjab",2009,375.218811802233,122097,14907677409,1820182688606673,0.272,0.641,0.0563,0.159,0.767,0.121953,0.491647,11.7125710897724,23.4251421795448,35.1377132693171
"Punjab",2010,367.823380544576,129983,16895580289,2196138212705087,0.164,0.651,0.0563,0.159,0.767,0.121953,0.499317,11.7751589516559,23.5503179033118,35.3254768549677
"Punjab",2012,318.164655306567,251813,63409786969,15967408686024796,0.164,0.675,0.0563,0.083,0.767,0.063661,0.517725,12.4364420275361,24.8728840550722,37.3093260826083
"Punjab",2013,262.564715839716,267515,71564275225,19144517086815876,0.164,0.684,0.0563,0.083,0.767,0.063661,0.524628,12.4969309185124,24.9938618370248,37.4907927555373
"Punjab",2014,324.654052973171,278485,77553895225,21597596511734124,0.164,0.696,0.0879,0.083,0.758,0.062914,0.527568,12.5371194769349,25.0742389538698,37.6113584308046
"Punjab",2015,292.83480052789,294895,86963061025,25644971880967376,0.164,0.706,0.09,0.083,0.758,0.062914,0.535148,12.5943746397597,25.1887492795193,37.783123919279
"Punjab",2016,315.227991680395,315783,99718903089,31489534374153688,0.164,0.717,0.0879,0.083,0.758,0.062914,0.543486,12.6628105478158,25.3256210956315,37.9884316434473
"Punjab",2017,421.533376623377,335057,112263193249,37614568740430192,0.164,0.716,0.0879,0.083,0.758,0.062914,0.542728,12.7220559455872,25.4441118911744,38.1661678367616
"Punjab",2018,324.098275863921,353942,125274939364,44340062588372888,0.164,0.712,0.0879,0.083,0.758,0.062914,0.539696,12.7768883368845,25.5537766737689,38.3306650106534
"Rajasthan",2000,432.591772506799,71764,5150071696,369589745191744,0.481,0.463,0.105409090909091,0.153,0.601,0.091953,0.278263,11.1811382365393,22.3622764730785,33.5434147096178
"Rajasthan",2001,411.953048749451,79936,6389764096,510772182777856,0.481,0.467,0.105409090909091,0.153,0.601,0.091953,0.280667,11.2889815934852,22.5779631869705,33.8669447804557
"Rajasthan",2002,387.741269012388,70333,4946730889,347918423616037,0.481,0.474,0.105409090909091,0.153,0.601,0.091953,0.284874,11.1609963844424,22.3219927688847,33.4829891533271
"Rajasthan",2003,500,92712,8595514944,796907381488128,0.481,0.487,0.055,0.153,0.601,0.091953,0.292687,11.4372531930142,22.8745063860285,34.3117595790427
"Rajasthan",2004,432.271333609599,112636,12686868496,1428998119915456,0.481,0.496,0.104454545454545,0.344,0.601,0.206744,0.298096,11.6319166593977,23.2638333187954,34.8957499781931
"Rajasthan",2005,413.02400226787,120202,14448520804,1736741097682408,0.481,0.505,0.104454545454545,0.344,0.601,0.206744,0.303505,11.6969289398799,23.3938578797599,35.0907868196398
"Rajasthan",2006,399.866037492877,134350,18049922500,2425007087875000,0.481,0.514,0.104454545454545,0.344,0.601,0.206744,0.308914,11.8082036140436,23.6164072280873,35.4246108421309
"Rajasthan",2007,505.990228332777,140471,19732101841,2771788077707111,0.481,0.522,0.104454545454545,0.344,0.601,0.206744,0.313722,11.8527563407574,23.7055126815148,35.5582690222722
"Rajasthan",2008,453.831344724891,152284,23190416656,3531529410042304,0.481,0.529,0.104454545454545,0.344,0.601,0.206744,0.317929,11.9335024775536,23.8670049551072,35.8005074326608
"Rajasthan",2009,440.125757615466,161159,25972223281,4185657531742679,0.481,0.533,0.14555,0.248,0.671,0.166408,0.357643,11.9901467342724,23.9802934685448,35.9704402028171
"Rajasthan",2010,443.861464439506,185366,34360553956,6369278444607896,0.34,0.542,0.14555,0.248,0.671,0.166408,0.363682,12.1300875280256,24.2601750560512,36.3902625840769
"Rajasthan",2011,445.78248556787,395331,156286599561,61784937691049688,0.34,0.555,0.14555,0.147,0.671,0.098637,0.372405,12.887478667662,25.7749573353241,38.6624360029861
"Rajasthan",2012,431.642905905222,409802,167937679204,68821196813157608,0.34,0.563,0.14555,0.147,0.671,0.098637,0.377773,12.9234293952045,25.846858790409,38.7702881856135
"Rajasthan",2013,414.291029641854,434292,188609541264,81911614894625088,0.34,0.576,0.14555,0.147,0.671,0.098637,0.386496,12.9814723979066,25.9629447958131,38.9444171937197
"Rajasthan",2014,393.704533234739,465408,216604606464,100809516685197312,0.34,0.592,0.2367,0.147,0.661,0.097167,0.391312,13.050669719217,26.101339438434,39.152009157651
"Rajasthan",2015,484.483811805996,501922,251925694084,126447048226029440,0.34,0.606,0.2367,0.147,0.661,0.097167,0.400566,13.1262000081153,26.2524000162306,39.378600024346
"Rajasthan",2016,417.929118835957,529650,280529122500,148582249732124992,0.34,0.622,0.2367,0.147,0.661,0.097167,0.411142,13.1799716900246,26.3599433800493,39.5399150700739
"Rajasthan",2017,501.972104211931,557618,310937833924,173384533077033024,0.34,0.634,0.2367,0.147,0.661,0.097167,0.419074,13.2314294191126,26.4628588382252,39.6942882573378
"Rajasthan",2018,404.79166266246,568102,322739882404,183349172673477216,0.34,0.643,0.236947368421053,0.147,0.661,0.097167,0.425023,13.250056259046,26.5001125180919,39.7501687771379
"Tamil Nadu",2000,405.053783497832,126349,15964069801,2017044255286549,0.404,0.537,0.0517647058823529,0.211,0.735,0.155085,0.394695,11.7468031982619,23.4936063965237,35.2404095947856
"Tamil Nadu",2001,408.443902910631,123901,15351457801,1902060973001701,0.404,0.545,0.0517647058823529,0.211,0.735,0.155085,0.400575,11.7272381386097,23.4544762772194,35.181714415829
"Tamil Nadu",2002,409.964833233047,124521,15505479441,1930757805472761,0.404,0.554,0.0517647058823529,0.211,0.735,0.155085,0.40719,11.7322296553617,23.4644593107234,35.1966889660851
"Tamil Nadu",2004,318.508096315449,193645,37498386025,7261374961811125,0.404,0.583,0.224176470588235,0.289,0.735,0.212415,0.428505,12.1737818648316,24.3475637296632,36.5213455944948
"Tamil Nadu",2005,414.470320594438,221588,49101241744,10880245955569472,0.404,0.596,0.224176470588235,0.289,0.735,0.212415,0.43806,12.3085750807645,24.6171501615289,36.9257252422934
"Tamil Nadu",2006,415.377019630696,256286,65682513796,16833508730721656,0.404,0.609,0.224176470588235,0.289,0.735,0.212415,0.447615,12.4540492873721,24.9080985747443,37.3621478621164
"Tamil Nadu",2007,418.629384289601,272340,74169075600,20199206048904000,0.404,0.618,0.224176470588235,0.289,0.735,0.212415,0.45423,12.5148065646786,25.0296131293571,37.5444196940357
"Tamil Nadu",2009,371.718820245016,316760,100336897600,31782715683776000,0.404,0.631,0.0787826086956522,0.171,0.803,0.137313,0.506693,12.6658996683243,25.3317993366487,37.997699004973
"Tamil Nadu",2010,354.784444713327,359961,129571921521,46640838442620680,0.237,0.641,0.0772857142857143,0.171,0.803,0.137313,0.514723,12.7937509712305,25.587501942461,38.3812529136914
"Tamil Nadu",2011,329.417115975812,674478,454920572484,306833917887863360,0.237,0.656,0.0787826086956522,0.113,0.803,0.090739,0.526768,13.4216943373449,26.8433886746897,40.2650830120346
"Tamil Nadu",2013,0,750416,563124173056,422577389447991296,0.237,0.673,0.0770909090909091,0.113,0.803,0.090739,0.540419,13.5283829984085,27.0567659968169,40.5851489952254
"Tamil Nadu",2014,367.012514775918,791915,627129367225,496633152845985856,0.237,0.684,0.172095238095238,0.113,0.801,0.090513,0.547884,13.5822093418047,27.1644186836094,40.7466280254141
"Tamil Nadu",2015,368.919326414326,862437,743797578969,641478552613287424,0.237,0.693,0.165333333333333,0.113,0.801,0.090513,0.555093,13.6675173817416,27.3350347634832,41.0025521452248
"Tamil Nadu",2016,364.109782133847,922084,850238903056,783991688685488640,0.237,0.702,0.168173913043478,0.113,0.801,0.090513,0.562302,13.7343916046795,27.468783209359,41.2031748140384
"Tamil Nadu",2017,392.697291145027,1000308,1000616094864,1000924284621218176,0.237,0.703,0.168173913043478,0.113,0.801,0.090513,0.563103,13.815818510542,27.631637021084,41.447455531626
"Tamil Nadu",2018,406.755771361889,1071602,1148330846404,1230553631668219136,0.237,0.702,0.168173913043478,0.113,0.801,0.090513,0.562302,13.8846652830189,27.7693305660378,41.6539958490567
"Telangana",2004,351.969264069264,79916,6386567056,510388892847296,0.394,0.64,0.110857142857143,0.372,0.605,0.22506,0.3872,11.2887313620198,22.5774627240397,33.8661940860595
"Telangana",2005,418.905844155844,92751,8602748001,797913479840751,0.394,0.646,0.110857142857143,0.372,0.605,0.22506,0.39083,11.4376737620827,22.8753475241654,34.3130212862482
"Telangana",2006,261.841960420532,102977,10604262529,1091995142448833,0.394,0.652,0.110857142857143,0.372,0.605,0.22506,0.39446,11.5422609413055,23.084521882611,34.6267828239166
"Telangana",2007,378.602976190476,113456,12872263936,1460435577122816,0.394,0.647,0.099625,0.372,0.605,0.22506,0.391435,11.6391703755438,23.2783407510876,34.9175111266313
"Telangana",2008,326.953869047619,128918,16619850724,2142597915636632,0.394,0.641,0.099625,0.372,0.605,0.22506,0.387805,11.7669318223123,23.5338636446246,35.3007954669369
"Telangana",2009,312.602056277056,129267,16709957289,2160046048877163,0.394,0.633,0.0964285714285714,0.298,0.7404,0.2206392,0.4686732,11.769635311768,23.5392706235361,35.3089059353041
"Telangana",2010,386.357431457431,152123,23141407129,3520340276684867,0.27,0.631,0.0964285714285714,0.298,0.7404,0.2206392,0.4671924,11.9324446831204,23.8648893662408,35.7973340493612
"Telangana",2011,468.752380952381,325139,105715369321,34372189465660620,0.27,0.633,0.0964285714285714,0.219,0.7404,0.1621476,0.4686732,12.6920080621853,25.3840161243706,38.0760241865558
"Telangana",2013,304.463311688312,349593,122215265649,42725601364030856,0.27,0.637,0.0964285714285714,0.219,0.7404,0.1621476,0.4716348,12.7645248996798,25.5290497993595,38.2935746990393
"Telangana",2014,313.465138782786,372897,139052172609,51852138009378272,0.27,0.646,0.174428571428571,0.219,0.67,0.14673,0.43282,12.8290575210823,25.6581150421645,38.4871725632468
"Telangana",2015,389.228063967522,416892,173798939664,72455387554404288,0.27,0.654,0.174428571428571,0.219,0.67,0.14673,0.43818,12.9405824744308,25.8811649488615,38.8217474232923
"Telangana",2016,373.745158730159,455731,207690744361,94651110618382896,0.27,0.662,0.174428571428571,0.219,0.67,0.14673,0.44354,13.0296580021491,26.0593160042982,39.0889740064473
"Telangana",2017,405.649520771375,498145,248148441025,123613905154398624,0.27,0.664,0.174428571428571,0.219,0.67,0.14673,0.44488,13.1186464782852,26.2372929565704,39.3559394348557
"Telangana",2018,401.426694139194,544441,296416002481,161381024806758112,0.27,0.662,0.174428571428571,0.219,0.67,0.14673,0.44354,13.207514859194,26.415029718388,39.622544577582
"Uttar Pradesh",2000,349.310872663921,160015,25604800225,4097152108003375,0.46,0.456,0.0843658536585366,0.312,0.563,0.175656,0.256728,11.9830228398217,23.9660456796434,35.9490685194651
"Uttar Pradesh",2001,323.049723944602,162926,26544881476,4324851359358776,0.46,0.461,0.0804642857142857,0.312,0.563,0.175656,0.259543,12.0010513889752,24.0021027779504,36.0031541669256
"Uttar Pradesh",2002,205.444444444444,168198,28290567204,4758416822578392,0.46,0.468,0.0336666666666667,0.312,0.563,0.175656,0.263484,12.0328971358439,24.0657942716877,36.0986914075316
"Uttar Pradesh",2004,341.525657202275,231029,53374398841,12331033989837390,0.46,0.489,0.1137,0.409,0.563,0.230267,0.275307,12.3502985227498,24.7005970454997,37.0508955682495
"Uttar Pradesh",2005,318.548858513282,244514,59787096196,14618782039268744,0.46,0.498,0.0865384615384615,0.409,0.563,0.230267,0.280374,12.4070278459715,24.814055691943,37.2210835379145
